followers_count,employees_on_platform,volume_stock,adj_close_stock,hiLo_vola_stock,pct_change_stock,pct_change_stock_scaled,date
35355.19047619047,3717.4761904761904,19320900.0,48.59897232055664,1.1522827168032097,0.6708880603846783,0.8504735490193768,2015-09-16
35355.19047619047,3717.4761904761904,18977400.0,48.37688446044922,1.9844169280010346,-0.32412198507096973,-0.5111416358128482,2015-09-17
35355.19047619047,3717.4761904761904,20169600.0,47.31715393066406,1.4793805307166097,-0.6834572942361495,-1.002871760187256,2015-09-18
35355.19047619047,3717.4761904761904,16848133.333333332,47.39468256632487,1.3928467502085031,-0.47519156576694144,-0.7178718452025195,2015-09-19
35355.19047619047,3717.4761904761904,13526666.666666668,47.47221120198568,1.3063129697003963,-0.2669258372977334,-0.4328719302177827,2015-09-20
35355.19047619047,3717.4761904761904,10205200.0,47.549739837646484,1.2197791891922898,-0.058660108828525404,-0.1478720152330459,2015-09-21
35390.76190476191,3723.2380952380954,12687100.0,46.861289978027344,1.0883147300732328,-0.039691323687097615,-0.12191430153523056,2015-09-22
35432.52380952381,3729.0476190476193,7970900.0,46.535667419433594,1.3967813548698809,-0.7145704698672617,-1.04544838801243,2015-09-23
35473.90476190476,3733.5238095238096,13891600.0,46.2193603515625,1.709242424642592,0.5057657261916356,0.6245129382506386,2015-09-24
35507.57142857143,3737.714285714286,10210300.0,46.34030532836914,1.3379340990281972,-0.8164074819717199,-1.1848066012210965,2015-09-25
35537.19047619047,3741.7619047619046,11621433.333333334,46.036390940348305,1.4496069397755849,-1.0153645717311468,-1.45706816861302,2015-09-26
35554.142857142855,3742.904761904762,13032566.666666666,45.732476552327476,1.5612797805229726,-1.2143216614905739,-1.7293297360049436,2015-09-27
35596.19047619047,3747.3333333333335,14443700.0,45.42856216430664,1.6729526212703603,-1.413278751250001,-2.001591303396867,2015-09-28
35618.380952380954,3749.190476190476,15337800.0,45.72627258300781,1.1372028122775693,0.12222728275516723,0.09966218831588433,2015-09-29
35669.71428571428,3752.8571428571427,17543300.0,46.41472244262695,1.46505304651197,0.6861758987346059,0.8713940944305435,2015-09-30
35700.90476190476,3754.5238095238096,10529700.0,46.31239318847656,1.7705837214826783,-0.08029087870809327,-0.17747250505940113,2015-10-01
35736.95238095238,3757.5238095238096,12274600.0,46.89849853515625,3.0278115788309243,2.626223419337207,3.5262398172583325,2015-10-02
35759.95238095238,3759.809523809524,11653233.333333334,47.34196090698242,2.8824769719632397,2.2004725735466177,2.9436237730975305,2015-10-03
35777.333333333336,3762.0,11031866.666666666,47.785423278808594,2.737142365095555,1.7747217277560288,2.3610077289367286,2015-10-04
35809.571428571435,3767.0714285714284,10410500.0,48.228885650634766,2.5918077582278705,1.3489708819654394,1.7783916847759267,2015-10-05
35841.80952380953,3772.1428571428573,11798600.0,48.182376861572266,0.8094233100390705,0.07729645512530194,0.03817688226564419,2015-10-06
35881.16666666667,3782.357142857143,15540400.0,48.81501007080078,1.5364126708408086,0.7875525097900913,1.010122274744309,2015-10-07
35920.52380952381,3792.5714285714284,21823100.0,49.4941520690918,2.3841206604136778,1.9157087842611147,2.5539405720561312,2015-10-08
35943.04761904762,3796.0,33291000.0,49.661624908447266,1.1074934379905759,-0.706840151194282,-1.034869882461864,2015-10-09
35978.23809523809,3799.6666666666665,25204266.666666668,49.66472371419271,0.9530754584122451,-0.43998115009157873,-0.6696883752297376,2015-10-10
36007.0,3802.3809523809523,17117533.333333336,49.66782251993815,0.7986574788339142,-0.17312214898887546,-0.30450686799761095,2015-10-11
36054.71428571429,4073.2619047619046,9030800.0,49.670921325683594,0.6442394992555833,0.09373685211382787,0.06067463923451563,2015-10-12
36102.42857142857,4344.142857142857,10302500.0,49.140628814697266,1.037842104450105,-0.3396232173127948,-0.5323541987417123,2015-10-13
36132.28571428572,4348.857142857143,11827900.0,48.610328674316406,1.542881976842645,-0.7597369692046345,-1.107256197515819,2015-10-14
36204.333333333336,4353.0,13924800.0,49.140628814697266,1.3227297388332067,0.3610082136671112,0.4264204385094194,2015-10-15
36230.57142857143,4356.238095238095,13954700.0,48.889434814453125,1.3908941834908544,-0.849058043281987,-1.2294870547264645,2015-10-16
36277.47619047619,4359.428571428572,12007233.333333334,48.9111442565918,1.206433119675379,-0.39411862826023075,-0.6069280981597042,2015-10-17
36298.04761904762,4360.761904761905,10059766.666666666,48.93285369873047,1.021972055859904,0.06082078676152547,0.015630858407056136,2015-10-18
36323.23809523809,4362.333333333333,8112300.0,48.95456314086914,0.8375109920444287,0.5157602017832817,0.6381898149738163,2015-10-19
36395.47619047619,4367.761904761905,11314700.0,49.28017807006836,1.6233692092651912,1.0106838441528816,1.315464933813769,2015-10-20
36474.80952380953,4383.380952380952,16097800.0,49.28948211669922,1.359320396299279,-0.0942848165406083,-0.19662242051540538,2015-10-21
36524.19047619047,4387.809523809524,20908800.0,50.666385650634766,3.0789596269024684,2.387667776937956,3.1997898617008684,2015-10-22
36555.90476190476,4393.714285714285,13400900.0,50.85245132446289,1.0815589469842652,-0.2190561054377334,-0.36736489931682836,2015-10-23
36588.0,4376.857142857143,12698900.0,50.81523768107096,0.9838136623001114,-0.1460374036251556,-0.2674429200174003,2015-10-24
36606.47619047619,4377.9047619047615,11996900.0,50.77802403767904,0.8860683776159576,-0.0730187018125778,-0.16752094071797222,2015-10-25
36637.71428571428,4379.0952380952385,11294900.0,50.74081039428711,0.7883230929318037,0.0,-0.06759896141854418,2015-10-26
36679.52380952381,4382.666666666667,14483600.0,50.18260955810547,0.7373050846555739,-0.277318405353581,-0.4470935740482872,2015-10-27
36734.19047619047,4386.142857142857,13933200.0,50.58264923095703,1.3641089422891721,0.4248236882697564,0.5137483199143215,2015-10-28
36775.80952380953,4389.571428571428,13324100.0,50.55474090576172,0.7714397950835691,0.5365419419441886,0.6666284554675115,2015-10-29
36810.76190476191,4390.952380952381,14763600.0,50.4896240234375,0.6139902589631321,-0.1655631927471911,-0.29416286227910937,2015-10-30
36834.52380952381,4409.380952380952,14952066.666666666,50.68499755859375,0.8857431549462336,0.2703680658799589,0.302384503248176,2015-10-31
36854.09523809524,4398.0,15140533.333333334,50.88037109375,1.157496050929335,0.7062993245071089,0.8989318687754614,2015-11-01
36883.666666666664,4399.714285714285,15329000.0,51.07574462890625,1.4292489469124368,1.1422305831342587,1.4954792343027468,2015-11-02
36940.142857142855,4408.619047619048,7486400.0,51.11294174194336,0.7043237937059401,0.1640841478425087,0.15694094982456738,2015-11-03
36995.142857142855,4414.714285714285,9465100.0,50.97339630126953,0.8239556306254056,-0.21853748355167976,-0.36665519448674944,2015-11-04
37068.380952380954,4421.285714285715,11531100.0,51.03852844238281,1.0384288016751668,0.1643238120059812,0.15726891672875562,2015-11-05
37103.23809523809,4424.857142857143,15269300.0,51.03852844238281,1.1363925137696305,0.5867247698067346,0.7353008279199663,2015-11-06
37147.142857142855,4427.809523809524,14703066.666666666,50.90827941894531,1.264363148476959,0.299557048430949,0.3423279812590244,2015-11-07
37168.80952380953,4428.571428571428,14136833.333333334,50.77803039550781,1.3923337831842875,0.01238932705516338,-0.05064486540191748,2015-11-08
